inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification
0.176782609,0.5,46.0,488,default,1,1,23,E,1
1.008317073,0.317073171,41.0,2481,private_ip,1,1,13,E,1
7.584846154,0.615384615,26.0,11833,default,1,1,16,E,1
10.47332558,0.395348837,43.0,27022,default,1,1,17,E,1
3.181725806,0.435483871,62.0,11837,default,1,1,27,E,1
20.5308,0.8,5.0,6160,default,1,1,4,E,1
0.008,0.5,2.0,1,default,2,1,1,E,1
139.0518571,0.142857143,7.0,58402,default,1,1,1,E,1
0.459520833,0.625,24.0,662,default,1,1,15,E,1
5.093666667,1.0,3.0,917,default,1,1,3,E,1
0.088111111,0.777777778,9.0,48,default,1,1,7,E,1
0.812597884,0.164021164,189.0,9215,default,1,1,31,E,1
0.085666667,1.0,3.0,16,default,1,1,3,E,1
0.000144,0.008,125.0,2,default,121,1,1,E,1
128.5193939,0.696969697,33.0,254469,default,1,1,23,E,1
6.22742,0.4,50.0,18683,default,1,1,20,E,1
6.64358875,0.0975,400.0,159447,default,1,1,39,E,1
9.762,0.764705882,17.0,9958,default,2,1,13,E,1
0.163467742,0.806451613,31.0,305,default,1,1,25,E,1
0.017166667,0.666666667,18.0,19,default,3,1,12,E,1
4.208833333,1.0,6.0,1516,default,1,1,6,E,1
2.242462963,0.074074074,54.0,7266,private_ip,1,1,4,E,1
0.180666667,0.777777778,9.0,98,default,1,1,7,E,1
5.75365,0.55,20.0,6905,default,1,1,11,E,1
2.705149425,0.310344828,87.0,14121,default,1,1,27,E,1
2.705149425,0.310344828,87.0,14121,default,1,1,27,E,1
2.705149425,0.310344828,87.0,14121,default,1,1,27,E,1
2.705149425,0.310344828,87.0,14121,default,1,1,27,E,1
270.949,0.75,4.0,65028,default,1,1,3,E,1
18.88163776,0.071428571,10.88888889,111025,default,34,9,7,E,2
9.23e-05,0.061538462,13.0,1,default,65,5,4,E,2
144.9116,1.0,5.0,43474,default,1,1,5,E,1
0.549606061,0.515151515,33.0,1089,default,2,1,17,E,1
0.399130337,0.152808989,445.0,10657,default,3,1,68,E,1
0.008212121,0.181818182,132.0,66,default,3,1,24,E,1
0.567617021,0.468085106,47.0,1601,private_ip,1,1,22,E,1
28.93446154,0.102564103,78.0,135414,default,1,1,8,E,1
1.429516484,0.263736264,91.0,7806,default,1,1,24,E,1
1.429516484,0.263736264,91.0,7806,default,1,1,24,E,1
1.429516484,0.263736264,91.0,7806,default,1,1,24,E,1
1.429516484,0.263736264,91.0,7806,default,1,1,24,E,1
9.2808,0.8,5.0,2785,default,1,1,4,E,1
38.19834211,0.289473684,38.0,87093,default,1,1,11,E,1
2.441565217,0.47826087,23.0,3370,default,1,1,11,E,1
4e-05,0.027878788,3.767123288,2,default,631,219,23,E,2
1.486566,0.156,250.0,22299,default,1,1,39,E,1
0.03025,1.0,2.0,4,default,2,1,2,E,1
0.0550625,0.6875,16.0,53,default,3,1,11,E,1
25.75945714,0.085714286,35.0,54095,default,1,1,3,E,1
7.878709677,0.290322581,31.0,14655,default,1,1,9,E,1
9.021,0.636363636,11.0,5954,private_ip,1,1,7,E,1
1.313378378,0.459459459,37.0,2916,default,1,1,17,E,1
3.015375,0.3125,32.0,5790,default,1,1,10,E,1
0.18725,0.875,8.0,90,default,1,1,7,E,1
60.22128571,0.714285714,7.0,25293,default,1,1,5,E,1
1.049644,0.36,125.0,7873,default,1,1,45,E,1
11.564,0.666666667,6.0,4164,default,1,1,4,E,1
7.843195266,0.230769231,169.0,79530,default,1,1,39,E,1
0.01,0.5,2.0,3,private_ip,2,2,2,E,2
202.5755,1.0,4.0,48619,default,1,1,4,E,1
144.9031429,1.0,7.0,60860,default,1,1,7,E,1
2.214706767,0.221804511,266.0,35347,default,2,1,59,E,1
984.5016667,1.0,3.0,177211,default,1,1,3,E,1
1.465923077,0.461538462,13.0,1144,default,3,1,6,E,1
2.818590909,0.352272727,88.0,14883,default,1,1,31,E,1
0.6371,0.65,20.0,765,default,1,1,13,E,1
0.353996355,0.130012151,823.0,17481,default,1,1,107,E,1
0.000146552,0.00862069,116.0,2,default,102,1,1,E,1
0.794273622,0.212598425,254.0,12105,default,2,1,54,E,1
4.06662069,0.620689655,29.0,7076,default,1,1,18,E,1
0.002,1.0,3.0,1,default,1,1,3,E,1
9.15025,0.5,4.0,2197,default,1,1,2,E,1
0.408807339,0.412844037,109.0,2674,default,3,1,45,E,1
1.681277778,0.666666667,18.0,1816,default,1,1,12,E,1
0.336,1.0,4.0,81,default,1,1,4,E,1
0.986142857,1.0,7.0,415,default,1,1,7,E,1
0.502916667,0.666666667,12.0,363,default,1,1,8,E,1
4.639466321,0.191709845,193.0,53726,default,1,1,37,E,1
2.083853448,0.293103448,58.0,7252,default,2,1,17,E,1
13.85391192,0.300518135,193.0,160429,default,1,1,58,E,1
6.887404762,0.369047619,84.0,34713,default,1,1,31,E,1
15.87764078,0.13592233,103.0,98124,default,1,1,14,E,1
6.897158621,0.234482759,145.0,60006,default,1,1,34,E,1
4.769888889,0.466666667,45.0,12879,default,1,1,21,E,1
0.524333333,1.0,3.0,95,default,1,1,3,E,1
53.8856,0.2,15.0,48498,default,1,1,3,E,1
4.4593,0.168,125.0,33445,default,1,1,21,E,1
11.65125,0.5,4.0,2797,default,1,1,2,E,1
2.3421,0.244827586,290.0,40753,default,2,1,71,E,1
2.291875,0.75,12.0,1651,default,2,1,9,E,1
0.4111,1.0,10.0,247,default,1,1,10,E,1
0.2355,1.0,4.0,57,default,1,1,4,E,1
0.361416667,0.25,12.0,261,default,2,1,3,E,1
2.0385,0.625,8.0,979,default,2,1,5,E,1
23.74855814,0.395348837,86.0,122543,default,1,1,34,E,1
1.648518868,0.226415094,53.0,5243,default,2,1,12,E,1
4.711874046,0.17302799,393.0,111106,default,1,1,68,E,1
4.1761875,0.625,16.0,4010,default,1,1,10,E,1
5.364099476,0.272251309,191.0,61473,default,1,1,52,E,1
0.007333333,1.0,3.0,2,default,1,1,3,E,1
0.6162,1.0,5.0,185,default,1,1,5,E,1
46.97833333,1.0,3.0,8457,default,1,1,3,E,1
5.927178112,0.090128755,233.0,82862,default,1,1,21,E,1
14.0018,0.472727273,55.0,46206,default,1,1,26,E,1
2.289763793,0.186206897,290.0,39842,default,2,1,54,E,1
0.01,1.0,2.0,2,default,2,1,2,E,1
0.004166667,0.666666667,6.0,2,default,6,1,4,E,1
0.217867647,0.647058824,34.0,445,default,2,1,22,E,1
26.07246471,0.211764706,85.0,132970,default,1,1,18,E,1
12.31175,0.431818182,44.0,32504,default,1,1,19,E,1
0.103916667,0.833333333,12.0,75,default,1,1,10,E,1
5.241904762,0.642857143,42.0,13210,default,1,1,27,E,1
86.0982,0.233333333,30.0,154977,default,1,1,7,E,1
0.400808599,0.105409154,721.0,17339,default,2,1,76,E,1
0.057666667,0.666666667,9.0,32,default,1,1,6,E,1
1.72e-05,0.008588957,815.0,1,private_ip,617,1,7,E,1
5.393901235,0.117283951,162.0,52429,default,1,1,19,E,1
65.16456757,0.567567568,37.0,144666,default,1,1,21,E,1
132.9926667,1.0,6.0,47878,default,1,1,6,E,1
4.912501433,0.189111748,349.0,102868,default,1,1,66,E,1
9.96e-05,0.079710145,3.172413793,2,default,192,87,22,E,2
0.0175,1.0,4.0,5,default,1,1,4,E,1
0.687239583,0.25,48.0,1980,default,6,1,12,E,1
0.0093,0.3,10.0,6,default,1,1,3,E,1
10.68489474,0.263157895,19.0,12181,default,1,1,5,E,1
11.26879545,0.431818182,44.0,29750,default,1,1,19,E,1
0.108666667,1.0,3.0,20,default,1,1,3,E,1
38.5628,0.6,10.0,23138,default,1,1,6,E,1
1.64735,0.183333333,60.0,5931,default,1,1,11,E,1
2.498454545,0.818181818,11.0,1649,default,1,1,9,E,1
0.383827586,0.413793103,58.0,1336,default,1,1,24,E,1
0.474109208,0.119914347,934.0,26570,default,2,1,112,E,1
0.993772277,0.201320132,303.0,18067,default,2,1,61,E,1
3.28e-05,0.033957845,94.88888889,2,default,854,9,29,E,2
0.023,1.0,2.0,3,default,1,1,2,E,2
12.2744375,0.5,16.0,11784,default,1,1,8,E,1
12.93779397,0.311557789,199.0,154478,default,1,1,62,E,1
13.49766667,0.4,15.0,12148,default,1,1,6,E,1
21.29978378,0.459459459,37.0,47286,default,1,1,17,E,1
34.60544444,0.777777778,9.0,18687,default,1,1,7,E,1
1.096833333,0.666666667,6.0,395,default,1,1,4,E,1
151.5263333,0.166666667,6.0,54550,default,1,1,1,E,1
0.081666667,1.0,3.0,15,default,1,1,3,E,1
0.001083333,0.333333333,6.0,1,default,6,1,2,E,1
0.007666667,1.0,3.0,2,default,3,1,3,E,1
4.876,0.6875,16.0,4681,default,1,1,11,E,1
6.752727273,0.818181818,11.0,4457,default,1,1,9,E,1
0.1176,0.75,20.0,142,default,1,1,15,E,1
18.48415385,0.538461538,26.0,28836,default,1,1,14,E,1
16.402,1.0,3.0,2953,default,1,1,3,E,1
0.000666667,1.0,3.0,1,default,1,1,3,E,1
10.61664286,0.428571429,35.0,22295,default,2,1,15,E,1
0.000105263,0.052631579,14.25,1,default,57,4,3,E,2
3.260323529,0.282352941,85.0,16628,default,2,1,24,E,1
22.82252632,0.394736842,38.0,52036,default,1,1,15,E,1
4.1e-05,0.034199726,81.22222222,2,default,731,9,25,E,2
1.740244505,0.145604396,364.0,38007,default,1,1,53,E,1
16.58677778,0.444444444,9.0,8957,default,1,1,4,E,1
0.167833333,0.666666667,3.0,31,default,2,1,2,E,1
0.021384615,0.769230769,13.0,17,default,3,1,10,E,1
0.613138471,0.096491228,798.0,29358,default,1,1,77,E,1
7.5195,0.5,32.0,14438,default,1,1,16,E,1
35.59380769,0.5,26.0,55527,default,1,1,13,E,1
0.395666667,0.833333333,6.0,143,default,1,1,5,E,1
0.0305,1.0,2.0,4,private_ip,1,1,2,E,2
8.131615385,0.128205128,39.0,19028,default,1,1,5,E,1
0.094333333,0.5,6.0,34,default,1,1,3,E,1
0.512620833,0.145833333,240.0,7382,default,2,1,35,E,1
3.978657895,0.605263158,38.0,9072,default,1,1,23,E,1
0.0036875,0.875,8.0,2,default,4,1,7,E,1
3.6e-05,0.028436019,117.2222222,3,default,1055,9,30,E,2
0.0335,1.0,2.0,5,private_ip,1,1,2,E,2
12.21296,0.1,200.0,146556,default,1,1,20,E,1
4.213191358,0.37037037,81.0,20477,default,1,1,30,E,1
0.579266667,0.733333333,15.0,522,default,1,1,11,E,1
9.68e-05,0.064516129,12.4,1,default,62,5,4,E,2
19.66425,0.625,8.0,9439,default,1,1,5,E,1
0.340959459,0.364864865,74.0,1514,default,1,1,27,E,1
0.013,1.0,3.0,3,default,1,1,3,E,1
0.709224939,0.17603912,409.0,17405,default,1,1,72,E,1
0.60073913,0.565217391,23.0,830,default,1,1,13,E,1
1.670795039,0.11227154,383.0,38395,default,1,1,43,E,1
0.0135,0.5,4.0,4,default,2,1,2,E,2
0.487002882,0.11815562,347.0,10140,default,2,1,41,E,1
3.725677419,0.219354839,155.0,34649,private_ip,1,1,34,E,1
1.17206087,0.286956522,115.0,8088,default,2,1,33,E,1
0.953181818,0.201581028,253.0,14470,default,2,1,51,E,1
15.636,1.0,4.0,3753,default,2,1,4,E,1
0.18975,0.59375,32.0,365,default,1,1,19,E,1
5.122100324,0.161812298,309.0,94964,default,2,1,50,E,1
0.000783333,0.5,30.0,2,default,20,1,15,E,1
1.401633562,0.239726027,292.0,24557,default,2,1,70,E,1
75.9902,0.3,10.0,45595,default,1,1,3,E,1
15.6441831,0.35915493,142.0,133289,default,1,1,51,E,1
0.231727273,0.818181818,11.0,153,default,1,1,9,E,1
0.014434783,0.086956522,23.0,20,default,23,1,2,E,1
3.467857143,0.222222222,63.0,13109,default,1,1,14,E,1
0.00475,0.5,2.0,1,default,2,1,1,E,1
0.7004,1.0,5.0,211,default,1,1,5,E,1
1.310272727,1.0,11.0,865,default,1,1,11,E,1
2.805333333,0.298245614,57.0,9595,default,1,1,17,E,1
1.054666667,0.777777778,9.0,570,default,1,1,7,E,1
4.810503425,0.140410959,292.0,84281,default,1,1,41,E,1
0.198005161,0.061926606,1744.0,20720,default,2,1,108,E,1
0.328588235,1.0,17.0,336,default,1,1,17,E,1
2.318860465,0.255813953,43.0,5983,default,1,1,11,E,1
0.5537,0.8,10.0,333,default,1,1,8,E,1
4.214311321,0.264150943,53.0,13402,default,2,1,14,E,1
0.74975,0.75,16.0,720,default,1,1,12,E,1
1.230292857,0.069047619,420.0,31004,default,1,1,29,E,1
2.287285714,0.857142857,7.0,961,default,1,1,6,E,1
54.16156757,0.567567568,37.0,120239,default,1,1,21,E,1
3.805953125,0.46875,32.0,7308,default,2,1,15,E,1
3.21325,0.375,32.0,6170,default,1,1,12,E,1
0.0095,0.5,3.0,4,default,3,2,3,E,2
0.00036,0.226666667,75.0,2,default,47,1,17,E,1
7.264410714,0.19047619,168.0,73226,default,1,1,32,E,1
22.1156,1.0,5.0,6635,default,1,1,5,E,1
8.687545455,0.681818182,22.0,11468,default,2,1,15,E,1
0.90275,1.0,4.0,217,private_ip,1,1,4,E,1
57.77536066,0.491803279,61.0,211458,default,1,1,30,E,1
0.0053125,0.25,2.666666667,3,default,4,3,2,E,2
4.500477833,0.246305419,203.0,54816,default,1,1,50,E,1
2.652953488,0.325581395,86.0,13690,default,1,1,28,E,1
5.47075,1.0,4.0,1313,default,1,1,4,E,1
0.480423913,0.565217391,46.0,1326,default,2,1,26,E,1
5.35481295,0.237410072,139.0,44660,default,1,1,33,E,1
0.02425,1.0,4.0,6,default,1,1,4,E,1
0.002170796,0.056637168,35.3125,74,default,66,16,32,E,2
2.625221667,0.19,300.0,47254,default,1,1,57,E,1
1.580625532,0.123404255,235.0,22287,default,2,1,29,E,1
51.86020588,0.558823529,34.0,105795,default,1,1,19,E,1
1.556090909,0.727272727,11.0,1028,default,1,1,8,E,1
1.162148148,0.425925926,54.0,3766,default,1,1,23,E,1
122.0444265,0.058823529,68.0,497942,default,1,1,4,E,2
3.417041096,0.328767123,73.0,14967,default,1,1,24,E,1
0.8228,0.8,10.0,494,default,1,1,8,E,1
6.7585,1.0,2.0,812,default,1,1,2,E,2
4.36675,1.0,4.0,1049,default,1,1,4,E,1
1.419714286,0.571428571,7.0,597,default,1,1,4,E,1
3.453431193,0.23853211,109.0,22586,default,1,1,26,E,1
4.926266667,0.5,30.0,8868,default,3,1,15,E,1
4.022333333,0.416666667,12.0,2897,default,1,1,5,E,1
0.028333333,1.0,3.0,6,default,1,1,3,E,1
13.64065812,0.222222222,117.0,95758,default,1,1,26,E,1
1.45,1.0,5.0,435,default,1,1,5,E,1
0.592631579,0.631578947,19.0,676,default,1,1,12,E,1
1.538,0.666666667,9.0,831,default,3,1,6,E,1
4.454,0.75,8.0,2138,default,1,1,6,E,1
9.132,0.666666667,6.0,3288,default,1,1,4,E,1
87.16883333,0.333333333,6.0,31381,default,1,1,2,E,1
0.007333333,1.0,3.0,2,default,3,1,3,E,1
4.751979167,0.241666667,120.0,34215,default,2,1,29,E,1
4.596945652,0.445652174,92.0,25376,default,1,1,41,E,1
0.15675,0.5,2.0,19,default,2,1,1,E,1
0.001636364,1.0,11.0,2,default,11,1,11,E,1
1.267363636,0.818181818,11.0,837,private_ip,1,1,9,E,1
1.23875,0.45,20.0,1487,default,1,1,9,E,1
1.229979716,0.125760649,493.0,36383,default,1,1,62,E,1
0.267388889,0.722222222,18.0,289,default,1,1,13,E,1
7.899779661,0.220338983,118.0,55931,default,1,1,26,E,1
41.202375,0.75,8.0,19778,default,1,1,6,E,1
4.053840426,0.265957447,94.0,22864,default,1,1,25,E,1
12.3772,0.6,5.0,3714,default,1,1,3,E,1
0.013333333,1.0,3.0,3,default,3,1,3,E,1
11.78160366,0.207317073,164.0,115931,private_ip,1,1,34,E,1
0.7143,0.8,10.0,429,default,1,1,8,E,1
0.099545455,0.818181818,11.0,66,default,1,1,9,E,1
2.168428571,0.714285714,14.0,1822,default,1,1,10,E,1
6.127411765,0.294117647,68.0,25000,default,1,1,20,E,1
0.003142857,1.0,7.0,2,default,7,1,7,E,1
87.2191,0.8,10.0,52332,default,1,1,8,E,1
2.120922551,0.184510251,439.0,55866,default,1,1,81,E,1
0.01725,1.0,2.0,3,default,2,1,2,E,1
3.229391304,0.652173913,23.0,4457,default,1,1,15,E,1
14.27616667,0.833333333,6.0,5140,default,1,1,5,E,1
3.392964912,0.175438596,114.0,23208,default,1,1,20,E,1
4.862666667,1.0,3.0,876,default,1,1,3,E,1
2.161634615,0.576923077,52.0,6745,default,1,1,30,E,1
100.1537368,0.473684211,19.0,114176,default,1,1,9,E,1
25.112375,0.625,8.0,12054,default,1,1,5,E,1
29.82522222,0.888888889,9.0,16106,default,2,1,8,E,1
0.01725,1.0,2.0,3,default,2,1,2,E,1
12.26266667,1.0,3.0,2208,default,1,1,3,E,1
0.275875,0.833333333,12.0,199,default,2,1,10,E,1
0.524021898,0.153284672,274.0,8615,default,2,1,42,E,1
0.245083333,1.0,12.0,177,default,1,1,12,E,1
9.854428571,0.857142857,21.0,12417,default,2,1,18,E,1
0.0786,0.7,10.0,48,default,1,1,7,E,1
0.4262,1.0,5.0,128,default,1,1,5,E,1
154.7014615,0.461538462,13.0,120668,default,1,1,6,E,1
0.2715,1.0,4.0,66,default,1,1,4,E,1
5.175568807,0.266055046,109.0,33849,private_ip,1,1,29,E,1
2.68e-05,0.030276817,128.4444444,2,default,1156,9,35,E,2
0.667844749,0.315068493,219.0,8776,default,1,1,69,E,1
0.396655844,0.220779221,308.0,7331,default,2,1,68,E,1
0.000126953,0.08984375,2.639175258,2,default,224,97,23,E,2
6.302,0.666666667,9.0,3404,default,1,1,6,E,1
1.634117647,0.235294118,17.0,1667,default,3,1,4,E,1
5.661083333,0.666666667,12.0,4076,default,1,1,8,E,1
4.7235,0.5,2.0,567,default,1,1,1,E,2
0.80875,0.875,8.0,389,private_ip,1,1,7,E,1
0.0095,0.4,10.0,6,default,4,1,4,E,1
38.87233333,1.0,3.0,6998,default,1,1,3,E,1
12.95263158,0.315789474,19.0,14766,default,1,1,6,E,1
0.004854,0.124,20.83333333,73,default,32,12,31,E,2
5.355288344,0.147239264,163.0,52375,default,1,1,24,E,1
3.668856061,0.093434343,396.0,87173,default,1,1,37,E,1
2.9393,0.9,10.0,1764,default,1,1,9,E,1
6.028333333,0.476190476,21.0,7596,default,1,1,10,E,1
0.1204,0.8,5.0,37,default,1,1,4,E,1
6.662504587,0.339449541,109.0,43573,default,2,1,37,E,1
1.86320202,0.272727273,198.0,22135,default,1,1,54,E,1
0.001117925,0.099056604,212.0,15,default,2,1,21,E,1
0.885467213,0.180327869,244.0,12964,default,1,1,44,E,1
1.343164103,0.156410256,390.0,31431,default,1,1,61,E,1
0.023,0.5,2.0,3,default,2,1,1,E,2
0.928525,0.65,20.0,1115,default,2,1,13,E,1
0.160416667,0.833333333,12.0,116,default,1,1,10,E,1
13.99751961,0.294117647,102.0,85665,default,2,1,30,E,1
2.385444444,0.666666667,9.0,1289,default,1,1,6,E,1
2.809954545,0.333333333,66.0,11128,default,1,1,22,E,1
0.0095,0.75,4.0,3,default,1,1,3,E,1
8.528329268,0.317073171,82.0,41960,default,2,1,26,E,1
5.765545455,0.545454545,11.0,3806,private_ip,1,1,6,E,1
1.246386447,0.157509158,273.0,20416,default,1,1,43,E,1
128.8274286,1.0,7.0,54108,default,1,1,7,E,1
1.713571429,1.0,7.0,720,default,1,1,7,E,1
0.079823529,0.705882353,17.0,82,default,1,1,12,E,1
0.011113402,0.092783505,97.0,65,default,20,1,9,E,1
0.065875,1.0,8.0,32,default,1,1,8,E,1
0.37775,1.0,4.0,91,default,1,1,4,E,1
23.30452941,0.441176471,34.0,47542,default,3,1,15,E,1
36.39906024,0.397590361,83.0,181268,default,1,1,33,E,1
2.163827586,0.551724138,29.0,3766,default,2,1,16,E,1
5.661181818,0.727272727,11.0,3737,default,1,1,8,E,1
0.003666667,0.666666667,3.0,1,default,3,1,2,E,1
1.693142857,0.3125,112.0,11378,default,1,1,35,E,1
0.12525,1.0,4.0,31,default,1,1,4,E,1
4.774333333,0.397435897,78.0,22344,default,1,1,31,E,1
2.98177193,0.403508772,114.0,20396,default,1,1,46,E,1
0.170189944,0.073423783,1253.0,12795,default,3,1,92,E,1
4.49096875,0.5625,32.0,8623,default,1,1,18,E,1
9.451619565,0.391304348,92.0,52173,default,1,1,36,E,1
0.1001,0.8,10.0,61,default,1,1,8,E,1
0.1001,0.8,10.0,61,default,1,1,8,E,1
0.1001,0.8,10.0,61,default,1,1,8,E,1
0.1001,0.8,10.0,61,default,1,1,8,E,1
2.447475,0.16,400.0,58740,default,1,1,64,E,1
0.000130802,0.084388186,2.724137931,2,default,217,87,20,E,2
0.5641,0.075,800.0,27077,default,1,1,60,E,1
0.001875,0.625,24.0,3,default,17,1,15,E,1
1.369849351,0.179220779,385.0,31644,default,2,1,69,E,1
0.02125,1.0,2.0,3,default,2,1,2,E,1
79.20155,0.6,20.0,95042,default,1,1,12,E,1
0.0085,0.333333333,2.0,4,default,3,3,2,E,2
54.7138125,0.0625,48.0,157576,default,1,1,3,E,1
155.99975,0.5,4.0,37440,default,1,1,2,E,1
2.192357143,0.5,14.0,1842,default,1,1,7,E,1
0.73214011,0.225274725,182.0,7995,default,1,1,41,E,1
1.447131944,0.305555556,144.0,12504,default,1,1,44,E,1
0.043333333,0.75,12.0,32,default,1,1,9,E,1
1.28289759,0.361445783,83.0,6389,default,2,1,30,E,1
9.19315,0.45,20.0,11032,default,1,1,9,E,1
3.968192982,0.50877193,57.0,13572,default,2,1,29,E,1
7.012636364,0.636363636,11.0,4629,default,1,1,7,E,1
0.0109375,0.625,8.0,6,default,1,1,5,E,1
1.207809129,0.128630705,241.0,17465,default,1,1,31,E,1
0.956,0.333333333,27.0,1549,default,1,1,9,E,1
0.00465,0.9,10.0,3,default,10,1,9,E,1
1.775416667,0.75,12.0,1279,default,1,1,9,E,1
0.000146341,0.073170732,8.2,1,default,41,5,3,E,2
53.70815,0.25,20.0,64450,default,1,1,5,E,1
2.320675,0.2625,80.0,11140,default,1,1,21,E,1
3.410362637,0.21978022,91.0,18621,default,1,1,20,E,1
6.19115,0.65,20.0,7430,default,1,1,13,E,1
0.251411633,0.042505593,894.0,13486,default,1,1,38,E,1
0.299909091,0.818181818,11.0,198,default,1,1,9,E,1
9.348666667,1.0,3.0,1683,default,1,1,3,E,1
1.076506849,0.232876712,146.0,9431,default,1,1,34,E,1
2.258263158,0.631578947,19.0,2575,default,1,1,12,E,1
3.926176471,0.274509804,51.0,12015,default,1,1,14,E,1
1.105936709,0.272151899,158.0,10485,default,1,1,43,E,1
36.191,0.590909091,22.0,47773,default,1,1,13,E,1
10.02343333,0.9,30.0,18043,default,1,1,27,E,1
0.451777778,0.777777778,9.0,244,default,1,1,7,E,1
0.0025,0.7,10.0,2,default,1,1,7,E,1
0.922160237,0.130563798,337.0,18647,default,1,1,44,E,1
29.99208333,0.145833333,144.0,259132,default,1,1,21,E,1
2.083004854,0.17961165,206.0,25746,default,1,1,37,E,1
15.000125,0.071428571,112.0,100801,default,1,1,8,E,1
1.659333333,1.0,3.0,299,default,1,1,3,E,1
0.848173077,0.25,52.0,2647,default,1,1,13,E,1
1.370769231,0.461538462,13.0,1070,default,1,1,6,E,1
0.023333333,1.0,3.0,5,default,1,1,3,E,1
2.855333333,1.0,6.0,1028,default,1,1,6,E,1
5.965181818,0.272727273,11.0,3938,default,1,1,3,E,1
6.204061404,0.596491228,57.0,21218,default,2,1,34,E,1
11.42259639,0.518072289,83.0,56885,default,2,1,43,E,1
11.44268349,0.206422018,218.0,149671,default,1,1,45,E,1
0.039,1.0,2.0,5,default,2,1,2,E,1
