avg_rating,last_updated,lectures,duration,cost,discount,inst_rating,log_enrollment,log_number_ratings,log_inst_review,log_inst_student,business,design,development,it_software,marketing,office_productivity,personal_development,teaching_academics
4.6,20.0,86.0,747.0,27.99,88.0,4.5,9.485544922916851,7.771488760117616,7.987524479848767,9.643680016850327,0,0,0,1,0,0,0,0
4.5,20.0,70.0,666.0,16.99,85.0,4.4,9.267287652417933,7.106606137727303,10.267401233486057,12.03074259112497,0,0,1,0,0,0,0,0
4.2,19.0,125.0,371.0,150.03157000000002,91.0,4.2,8.020270472819238,6.401917196727186,8.136518252115291,9.819779803462643,0,0,0,1,0,0,0,0
4.4,20.0,58.0,274.0,16.99,43.0,4.4,12.079023057690694,9.949607488149681,10.325908101293706,12.677010213519319,1,0,0,0,0,0,0,0
4.7,20.0,87.0,702.0,21.99,89.0,4.6,9.93561586628765,7.664346632098617,12.463891982057248,13.416694297201275,0,0,1,0,0,0,0,0
4.3,20.0,312.0,1460.0,23.99,92.0,4.2,8.096512917501594,6.416732282512326,8.680671660408713,10.596559730283433,0,0,1,0,0,0,0,0
4.3,20.0,75.0,290.0,16.99,84.0,4.2,10.494546635012288,9.346006983397716,9.990719738479,11.340486910030222,0,0,0,1,0,0,0,0
4.7,20.0,115.0,258.0,21.99,91.0,4.6,9.478151314785551,7.7823903355874595,8.296795865770052,9.91881941653311,0,1,0,0,0,0,0,0
4.3,20.0,104.0,559.0,23.992510000000003,92.0,4.6,9.21612361673191,6.840546529288687,11.51483364323953,12.657154634296857,0,0,0,1,0,0,0,0
4.1,20.0,149.0,824.0,16.99,89.0,4.3,6.226536669287466,5.0238805208462765,6.920671504248683,9.431321587125709,0,0,0,1,0,0,0,0
4.1,20.0,124.0,647.0,16.99,88.0,4.4,8.18060094759445,6.302618975744905,8.953122840328222,10.399128469976915,0,0,1,0,0,0,0,0
4.7,18.0,32.0,126.0,16.99,86.0,4.5,10.342677530045913,7.666221925662725,10.690398262908236,12.097451263466159,0,0,0,0,0,0,1,0
4.1,20.0,119.0,570.0,20.99,90.0,4.3,7.709308333385869,5.75890177387728,6.844815479208263,9.30328411761892,1,0,0,0,0,0,0,0
4.4,19.0,36.0,188.0,16.99,67.0,4.4,10.454898342780828,7.322510433997394,7.631916513071252,10.691740346523579,0,0,0,0,1,0,0,0
4.5,19.0,251.0,1405.0,19.99,88.0,4.5,9.877246241330901,8.482187582217422,8.750366278367625,10.34309640521113,0,1,0,0,0,0,0,0
4.5,20.0,344.0,2011.0,19.99,88.0,4.6,10.550904881389899,8.715059959545654,10.356408601800588,11.74860609762183,0,0,1,0,0,0,0,0
4.7,20.0,65.0,3908.0,21.99,88.0,4.6,7.152268856032539,5.332718793265369,7.064759027791802,7.698029170272805,1,0,0,0,0,0,0,0
4.5,20.0,39.0,458.0,16.99,89.0,4.5,9.985113621416073,8.606485298894999,9.852615222162372,10.859518093579142,0,0,0,1,0,0,0,0
4.6,18.0,92.0,674.0,16.99,88.0,4.5,9.635869511120088,7.741533589281828,10.313840694717069,11.570344955837715,1,0,0,0,0,0,0,0
4.9,20.0,324.0,1229.0,16.99,74.0,4.8,9.309823650461134,6.171700597410915,8.849657406639912,10.177210143218492,0,0,1,0,0,0,0,0
4.6,20.0,9.0,240.0,149.99,92.0,4.6,11.771088609385478,10.58139418367979,10.86030583558635,13.060702844216937,1,0,0,0,0,0,0,0
4.5,16.0,37.0,199.0,16.99,71.0,4.5,11.999632561327411,10.254953955545249,10.639813947190007,12.450355185713505,0,0,0,0,0,0,1,0
4.4,13.0,257.0,986.0,19.99,64.0,4.5,8.37655086161377,5.648974238161206,8.48528964240323,10.426083631901035,0,0,0,0,0,0,1,0
4.7,20.0,60.0,211.0,16.99,51.0,4.6,8.565983355585669,6.837332814685591,8.299285906897275,10.089136899422757,0,0,0,0,0,0,1,0
4.0,17.0,119.0,572.0,21.99189,88.0,4.2,11.71612749934354,8.822027322685583,9.7696132439798,12.487005744810617,0,0,1,0,0,0,0,0
4.1,20.0,139.0,395.0,17.990650000000002,90.0,4.1,7.753623546559746,6.0112671744041615,9.070733417589766,10.987848775434378,0,0,1,0,0,0,0,0
3.9,20.0,48.0,375.0,16.99,85.0,4.4,7.894318063841624,5.966146739123692,8.953122840328222,10.399128469976915,0,0,1,0,0,0,0,0
4.4,20.0,44.0,224.0,17.99,92.0,4.4,10.989014601655581,9.335650562941629,11.45435311081116,12.943169723617322,0,0,0,1,0,0,0,0
4.5,20.0,96.0,849.0,16.990340000000003,88.0,4.4,9.36990494164752,7.783640596221253,10.824347828124653,12.689714105368008,0,0,1,0,0,0,0,0
4.6,20.0,50.0,220.0,16.99,49.0,4.7,10.153584573410596,8.159946655578548,10.851664473272605,12.13986873840687,0,0,0,0,1,0,0,0
3.8,19.0,74.0,451.0,19.99,89.0,4.1,7.761744984658913,5.375278407684165,9.070733417589766,10.98818683598424,0,0,0,1,0,0,0,0
4.3,20.0,170.0,1087.0,20.99,75.0,4.4,8.734881892047483,7.1631723908466425,7.578656850594762,9.852246888342531,0,0,1,0,0,0,0,0
4.2,20.0,34.0,253.0,16.99,83.0,4.3,9.2259184019395,7.016609683894219,11.64018347098913,14.00169132508395,0,0,0,1,0,0,0,0
4.5,20.0,83.0,393.0,20.99,83.0,4.6,9.225327501784431,7.6128310304073565,8.885579291282982,10.36860426020847,0,1,0,0,0,0,0,0
4.3,20.0,220.0,1313.0,20.99,76.0,4.5,8.488587934405903,7.161622002939187,7.719129840906732,8.998384010052538,0,0,0,1,0,0,0,0
4.6,17.0,40.0,553.0,65.00522000000001,88.0,4.3,7.356279876550748,5.056245805348308,10.165467127635536,12.399515464531243,0,0,0,1,0,0,0,0
4.5,19.0,54.0,318.0,21.99,83.0,4.6,9.71214543252109,7.573017256052546,10.356408601800588,11.74860609762183,0,0,1,0,0,0,0,0
4.1,20.0,157.0,1408.0,16.99,90.0,4.2,9.68502054910582,7.621195162809845,9.132486932771318,11.978098696607175,0,0,0,1,0,0,0,0
3.6,20.0,20.0,138.0,16.99,88.0,4.0,7.110696122978827,5.659482215759621,10.875364351649829,12.690838647774697,0,0,1,0,0,0,0,0
4.2,16.0,61.0,393.0,16.99,49.0,4.2,11.183949064243944,8.007034012193408,11.036549575933464,13.553685947857172,0,0,0,1,0,0,0,0
4.3,20.0,44.0,211.0,20.99,81.0,4.3,10.221068175333773,7.568379267836522,7.568379267836522,10.221068175333773,1,0,0,0,0,0,0,0
4.4,20.0,34.0,160.0,19.99,92.0,4.1,7.627057417018934,5.627621113690637,6.331501849893691,9.236495329453033,1,0,0,0,0,0,0,0
4.4,20.0,76.0,558.0,16.990340000000003,84.0,4.4,8.729720590267258,7.103322062526113,7.103322062526113,8.729720590267258,0,0,1,0,0,0,0,0
4.5,19.0,88.0,588.0,32.99,89.0,4.5,11.375546680616813,9.506362568702965,9.686885061765299,11.731418218069011,0,1,0,0,0,0,0,0
4.6,20.0,123.0,987.0,21.99,88.0,4.5,10.162654403026995,8.92252495730139,11.693937831815553,12.881720095091584,1,0,0,0,0,0,0,0
4.5,20.0,49.0,227.0,16.99,88.0,4.5,9.566054854819791,8.254788926148725,8.737131611781498,10.03341872212816,0,1,0,0,0,0,0,0
4.5,20.0,292.0,1462.0,16.99,91.0,4.5,11.411136342068195,9.935131557870589,12.735073101864845,13.965498299059295,1,0,0,0,0,0,0,0
4.5,19.0,176.0,1200.0,16.99,84.0,4.5,7.87777633327726,6.1070228877422545,6.257667587882639,8.305236829492593,1,0,0,0,0,0,0,0
4.2,20.0,82.0,263.0,16.99,74.0,4.2,7.387090235656757,5.799092654460526,7.198931240688173,9.684211512748407,0,0,0,1,0,0,0,0
4.5,20.0,78.0,410.0,16.990340000000003,89.0,4.4,9.376786579611847,7.562161631225652,7.987864096085687,9.961331842220567,0,0,1,0,0,0,0,0
4.6,18.0,226.0,1671.0,21.99189,88.0,4.6,8.442254104751743,7.20934025660291,7.562681246721884,8.76280248744611,0,0,1,0,0,0,0,0
4.6,20.0,173.0,449.0,19.99,87.0,4.6,8.949884285777994,7.498315870766981,8.229244416735913,10.216069533164237,0,0,0,1,0,0,0,0
4.1,17.0,38.0,172.0,16.99,92.0,4.3,8.519390774959724,6.289715570908998,9.904087372608096,11.706804970597911,1,0,0,0,0,0,0,0
4.4,20.0,33.0,151.0,16.99,92.0,4.5,10.0360497256191,8.51699317141357,11.693937831815553,12.88153435603407,1,0,0,0,0,0,0,0
4.3,19.0,117.0,829.0,16.99,73.0,4.2,8.172729104865471,6.733401891837359,8.924523226133914,11.105092555832403,0,0,0,1,0,0,0,0
4.6,14.0,35.0,134.0,20.99,76.0,4.6,10.974951298618475,8.91798070997329,10.899790222379668,12.680531958457735,0,0,0,0,0,0,1,0
4.3,19.0,35.0,261.0,23.99,89.0,4.3,8.424419791263883,6.7650389767805414,7.1180162044653335,8.625329850020815,0,1,0,0,0,0,0,0
4.3,19.0,312.0,2328.0,20.99,91.0,4.3,8.22764270790443,6.535241271013659,7.503289630675082,8.981430225767635,0,0,1,0,0,0,0,0
4.1,20.0,71.0,365.0,21.99,89.0,4.1,7.795234929002173,5.857933154483459,7.318539548567902,8.262816937670928,1,0,0,0,0,0,0,0
4.2,20.0,30.0,116.0,16.99,84.0,4.2,8.260234291607297,6.782192056006791,7.122059881629142,8.502688505213357,0,0,0,1,0,0,0,0
4.5,20.0,11.0,201.0,149.99,90.0,4.5,12.128732532555393,10.003649579435109,11.794503948361523,13.718641663995953,1,0,0,0,0,0,0,0
4.7,20.0,118.0,709.0,19.99,51.0,4.7,9.60434000197507,7.519692404116539,11.459587977379554,12.654124589908838,0,1,0,0,0,0,0,0
4.3,18.0,76.0,413.0,16.99,92.0,4.3,8.257904193465674,6.539585955617669,6.539585955617669,10.02937102422638,0,0,1,0,0,0,0,0
4.6,18.0,66.0,271.0,21.99,88.0,4.6,9.955747879197213,7.9105906122564775,11.521191209387261,12.910379821044168,0,0,1,0,0,0,0,0
4.6,20.0,66.0,196.0,19.99,90.0,4.7,6.704414354964107,5.087596335232384,5.10594547390058,6.726233402358747,0,0,0,0,0,0,0,1
4.7,17.0,70.0,366.0,16.99,80.0,4.5,8.776321456449958,7.2991214627108,9.008346579384707,10.184749057184986,0,0,0,1,0,0,0,0
4.7,20.0,22.0,117.0,16.99,58.0,4.7,8.551401362745974,7.1929342212158,9.667765219015058,10.886857325691961,0,1,0,0,0,0,0,0
4.1,18.0,187.0,2597.0,16.990340000000003,88.0,4.1,8.68185981297147,7.332369205929062,7.332369205929062,8.68169016329764,0,0,1,0,0,0,0,0
4.5,20.0,47.0,345.0,25.99,88.0,4.5,8.401108712395436,6.946013991099227,8.737131611781498,10.03341872212816,0,1,0,0,0,0,0,0
4.1,20.0,75.0,878.0,16.99,60.0,4.1,7.652545692693921,5.6937321388027,5.6937321388027,7.652545692693921,0,0,1,0,0,0,0,0
4.2,19.0,25.0,277.0,150.03157000000002,30.0,4.1,8.872487182278038,6.222576268071369,9.598862759354034,12.852804090732135,0,0,0,1,0,0,0,0
4.5,19.0,34.0,298.0,19.99,43.0,4.5,8.896861744480391,7.729735331385051,10.178768042270166,11.447373096729992,1,0,0,0,0,0,0,0
4.5,20.0,88.0,468.0,21.99,88.0,4.5,8.335431477880796,6.249975242259483,6.249975242259483,8.335431477880796,0,1,0,0,0,0,0,0
4.5,18.0,85.0,207.0,25.99,78.0,4.5,10.511158540743622,8.917310693197807,10.358123704650742,11.742544008206341,1,0,0,0,0,0,0,0
4.4,20.0,124.0,971.0,21.99,92.0,4.5,7.311886164077165,5.634789603169249,5.7430031878094825,7.3427791893318455,0,0,0,1,0,0,0,0
4.4,20.0,192.0,686.0,34.99,90.0,4.5,8.467582690862903,6.654152520183219,8.062432791583195,9.608377964255551,0,0,1,0,0,0,0,0
4.5,19.0,51.0,857.0,16.99,88.0,4.5,12.914258673603443,11.508746746273811,11.70266113583651,13.314564305438168,0,1,0,0,0,0,0,0
4.3,16.0,29.0,109.0,16.99,72.0,4.3,6.285998094508865,4.882801922586371,4.882801922586371,6.285998094508865,0,0,0,0,0,0,0,1
4.5,20.0,118.0,605.0,16.99,32.0,4.4,7.044032897274685,5.204006687076795,6.313548046277095,7.914617709040679,0,0,1,0,0,0,0,0
4.6,20.0,350.0,1755.0,19.99,92.0,4.5,8.478452363099807,7.355001921105257,9.504203303503045,11.067388081232355,0,0,0,1,0,0,0,0
4.4,18.0,117.0,447.0,23.992510000000003,32.0,4.5,11.889147121108724,10.200253243720951,12.894900511265888,14.403550524116255,0,0,1,0,0,0,0,0
3.9,18.0,48.0,243.0,16.99,92.0,3.9,6.92951677076365,5.455321115357702,6.56244409369372,7.906547232368036,0,0,0,1,0,0,0,0
4.6,20.0,40.0,619.0,19.99,58.0,4.5,9.635085094816304,7.425953657077541,11.531776659405516,13.229823088209486,0,0,0,0,1,0,0,0
3.8,20.0,43.0,174.0,16.99,80.0,4.1,7.099201743553092,5.231108616854587,5.988961416889864,8.783855896643942,1,0,0,0,0,0,0,0
4.4,20.0,301.0,1271.0,27.99375,32.0,4.4,7.639161171659173,6.244166900663736,6.716594773520978,7.940227765145702,0,0,1,0,0,0,0,0
4.5,18.0,139.0,622.0,21.99,79.0,4.4,7.80016307039296,6.398594934535208,6.483107351457199,7.936660155225426,0,0,1,0,0,0,0,0
4.4,20.0,49.0,294.0,16.990340000000003,88.0,4.4,9.271435471335993,7.842278779117352,7.912423121473705,9.576510097476705,0,0,0,1,0,0,0,0
4.7,20.0,39.0,195.0,20.99,92.0,4.6,10.323545662947193,7.578145472419466,11.68468308602737,13.119645687829145,0,0,0,1,0,0,0,0
4.7,19.0,78.0,759.0,16.99,88.0,4.5,9.112286431500795,7.103322062526113,11.025848919375079,12.155442289245329,1,0,0,0,0,0,0,0
4.7,20.0,50.0,608.0,17.99,91.0,4.4,5.093750200806762,2.8903717578961645,5.3471075307174685,6.594413459749778,0,1,0,0,0,0,0,0
4.5,20.0,94.0,568.0,21.99189,91.0,4.6,9.774005094757891,7.804659297056102,13.389312499944014,14.498281086809225,0,0,1,0,0,0,0,0
4.2,20.0,92.0,836.0,16.99,91.0,4.2,9.48903215258983,7.8674885686991285,9.990719738479,11.340486910030222,0,0,0,1,0,0,0,0
4.3,18.0,471.0,1732.0,16.99,58.0,4.5,8.28576542051433,6.436150368369428,12.57247809418188,13.804398042035578,0,0,1,0,0,0,0,0
4.3,20.0,38.0,212.0,16.99,92.0,4.3,10.371770953036444,7.3752557780097545,8.402679804627477,11.474548395849224,1,0,0,0,0,0,0,0
4.7,20.0,64.0,223.0,23.992510000000003,76.0,4.6,11.120593735252028,9.708870717648022,11.407664944312735,12.563236469947368,0,0,0,1,0,0,0,0
4.5,20.0,30.0,290.0,17.99,92.0,4.5,8.93313654381203,7.122866658599083,7.875119281040293,9.67614770909051,0,1,0,0,0,0,0,0
4.7,19.0,31.0,123.0,16.99,92.0,4.6,11.193546305775193,10.306516361943942,11.51483364323953,12.657154634296857,0,0,0,1,0,0,0,0
4.4,18.0,103.0,855.0,16.99,91.0,4.3,7.199678345691172,5.8888779583328805,6.54965074223381,7.656810091480378,0,0,0,0,1,0,0,0
4.6,19.0,50.0,400.0,17.99,90.0,4.6,9.453600226875217,7.8567067930958405,9.029777268197092,11.012660546796944,0,0,0,0,0,0,1,0
4.1,20.0,16.0,57.0,51.99,89.0,4.4,6.593044534142437,4.955827057601261,5.198497031265826,7.050122520269059,0,0,0,0,0,0,1,0
4.1,20.0,133.0,798.0,19.99,32.0,4.0,7.4360278163518485,6.246106765481563,6.51471269087253,7.8632667240095735,0,1,0,0,0,0,0,0
4.6,20.0,116.0,644.0,17.99,60.0,4.5,13.456468528974629,11.800949978782274,13.045179911533653,14.268722111153375,0,0,1,0,0,0,0,0
4.0,20.0,237.0,1299.0,16.99,43.0,4.0,6.630683385642372,5.288267030694535,6.144185634125646,7.383989457978509,0,0,1,0,0,0,0,0
4.4,19.0,53.0,215.0,17.99,82.0,4.4,9.660332602134424,8.146419323098003,10.598208494084364,12.296530161090748,0,0,1,0,0,0,0,0
4.4,20.0,56.0,234.0,17.990650000000002,89.0,4.4,9.0940312495758,7.252762418053187,8.182279739259018,10.657212294981678,0,0,0,1,0,0,0,0
4.5,20.0,204.0,1094.0,21.99,88.0,4.5,9.74425732696557,5.955837369464831,9.686885061765299,11.731418218069011,0,1,0,0,0,0,0,0
4.6,20.0,125.0,1067.0,19.991270000000004,91.0,4.5,9.985896688776846,8.39840965542627,12.171300024928914,13.02627969852671,0,0,1,0,0,0,0,0
4.5,20.0,125.0,886.0,19.99,90.0,4.4,10.846537053710975,8.47595444339964,11.63142824155096,13.22930743859185,0,0,1,0,0,0,0,0
4.5,20.0,107.0,534.0,19.99,92.0,4.4,6.2324480165505225,4.727387818712341,4.820281565605037,6.361302477572996,1,0,0,0,0,0,0,0
4.4,17.0,86.0,730.0,25.99,67.0,4.5,7.8336002236611035,6.056784013228625,9.386224586806131,10.890851656820173,0,0,0,0,0,1,0,0
4.2,19.0,58.0,491.0,20.991580000000003,92.0,4.1,7.789040401657477,5.529429087511423,5.529429087511423,9.39349491507403,0,0,0,1,0,0,0,0
